Job_Title,Skills,Education_Level,Preferred_Location,Experience
Business Analyst,"Documentation, Requirement Gathering, Excel, Tableau, Stakeholder Communication, SQL, Data Analysis",MCA,Hyderabad,0
AI Researcher,"Deep Learning, Python, Natural Language Processing, Mathematical Modeling, Data Generation, ML Frameworks, Computer Vision",MCA,Mumbai,5
Business Analyst,"Tableau, Documentation, Use Cases, Data Analysis, Power BI, SQL",M.Sc,Mumbai,6
UI/UX Designer,"Responsive Design, Wireframes, HTML, Sketch, Adobe XD, User Research, CSS",MBA,Remote,11
DevOps Engineer,"Docker, CI/CD, AWS, Linux, Jenkins, Ansible",B.Sc,Mumbai,0
Software Engineer,"Git, Algorithms, OOP, Agile, SQL",MCA,Mumbai,6
Frontend Developer,"Redux, TypeScript, React, HTML, CSS",M.Tech,Hyderabad,6
Database Administrator,"SQL Queries, MySQL, Oracle, PostgreSQL, Performance Tuning",MBA,Bangalore,10
Product Manager,"A/B Testing, Roadmap Planning, Wireframing, Jira, Product Strategy",B.Tech,Mumbai,8
Cybersecurity Analyst,"Nmap, Vulnerability Assessment, Kali Linux, Incident Response",M.Tech,Delhi,3
Business Analyst,"Use Cases, Process Modeling, Power BI, Tableau",B.Sc,Remote,11
Full Stack Developer,"CSS, Express.js, React, REST APIs, HTML, MongoDB",M.Tech,Hyderabad,10
QA Engineer,"Bug Tracking, TestNG, Manual Testing, Test Cases, Regression Testing",MBA,Remote,0
QA Engineer,"Automation Testing, JIRA, Regression Testing, Bug Tracking",M.Tech,Delhi,10
AI Researcher,"Natural Language Processing, Python, TensorFlow, Data Generation, Computer Vision, Mathematical Modeling",M.Sc,Chennai,3
UI/UX Designer,"Wireframes, HTML, Responsive Design, Sketch, Design Thinking",M.Sc,Remote,0
Cybersecurity Analyst,"Vulnerability Assessment, Network Security, Firewalls, Wireshark, Risk Assessment, Incident Response, Nmap",M.Sc,Delhi,5
QA Engineer,"Automation Testing, API Testing, Bug Tracking, TestNG, Manual Testing, Performance Testing",M.Tech,Chennai,11
Business Analyst,"Excel, SQL, Power BI, Use Cases",M.Sc,Hyderabad,12
Cloud Engineer,"CloudFormation, CI/CD, Kubernetes, Linux, AWS, Terraform, Docker",MBA,Hyderabad,3
Cybersecurity Analyst,"Ethical Hacking, Nmap, Firewalls, Network Security, Kali Linux, Vulnerability Assessment",M.Sc,Mumbai,12
UI/UX Designer,"Wireframes, Adobe XD, Design Thinking, Responsive Design, Prototyping, HTML, User Research",B.Sc,Mumbai,2
Cybersecurity Analyst,"Firewalls, Incident Response, SIEM, Wireshark, Ethical Hacking",B.Tech,Remote,10
Cloud Engineer,"Monitoring, AWS, CloudFormation, Docker, Kubernetes, Terraform",M.Tech,Mumbai,11
Backend Developer,"Node.js, REST APIs, MongoDB, Express.js",B.Sc,Delhi,7
Business Analyst,"SQL, Tableau, Data Analysis, Use Cases, Excel, Power BI",M.Tech,Remote,12
Full Stack Developer,"REST APIs, CSS, HTML, Express.js, JavaScript, Docker, Node.js",B.Tech,Pune,11
Machine Learning Engineer,"AWS, PyTorch, Keras, Deep Learning",M.Sc,Bangalore,1
Cybersecurity Analyst,"Network Security, Nmap, Risk Assessment, Kali Linux, Vulnerability Assessment, Wireshark",M.Tech,Chennai,5
Full Stack Developer,"REST APIs, React, MongoDB, Express.js, HTML, CSS, JavaScript",B.Sc,Remote,8
HR Executive,"HR Policies, Recruitment, Employee Relations, Attendance Management, Compliance, HRMS",B.Sc,Mumbai,11
HR Executive,"Recruitment, Interview Scheduling, Exit Formalities, Onboarding",M.Tech,Remote,6
Technical Support Engineer,"Hardware, Customer Support, Windows OS, Documentation, Email Support, Troubleshooting, Remote Support",MCA,Remote,10
Data Scientist,"Scikit-Learn, Statistics, NumPy, Python, SQL, Deep Learning, Pandas",M.Sc,Mumbai,3
Database Administrator,"Performance Tuning, SQL Queries, Database Security, Monitoring, MySQL",M.Tech,Bangalore,2
Full Stack Developer,"JavaScript, MongoDB, Express.js, Node.js",B.Tech,Remote,2
Data Analyst,"Pandas, Data Modeling, Excel, Power BI",B.Sc,Chennai,2
Software Engineer,"Data Structures, Debugging, Python, Agile",MBA,Pune,1
Frontend Developer,"Tailwind CSS, JavaScript, CSS, TypeScript",MBA,Chennai,3
Business Analyst,"Requirement Gathering, Documentation, Data Analysis, SQL",M.Tech,Mumbai,5
Frontend Developer,"CSS, React, Redux, Tailwind CSS, TypeScript, HTML, Responsive Design",M.Sc,Chennai,8
IT Project Manager,"Scrum, Risk Management, Agile, JIRA",MCA,Pune,6
Full Stack Developer,"Node.js, HTML, Git, Express.js, Docker, React, MongoDB",MCA,Delhi,2
Product Manager,"Wireframing, User Stories, Jira, Product Strategy",M.Sc,Mumbai,8
HR Executive,"Attendance Management, Employee Relations, Recruitment, Compliance, HRMS, Onboarding",MBA,Hyderabad,11
UI/UX Designer,"CSS, Design Thinking, Wireframes, Sketch",M.Sc,Bangalore,12
Technical Support Engineer,"Documentation, Networking, Ticketing Systems, Hardware, Email Support, Remote Support",M.Tech,Remote,7
DevOps Engineer,"Monitoring, Docker, AWS, CI/CD, Jenkins, Kubernetes, Linux",MBA,Bangalore,5
IT Project Manager,"Reporting, Timeline Tracking, Client Communication, Agile, Budget Management",M.Tech,Remote,8
Data Analyst,"Tableau, Pandas, SQL, Python, Power BI, Excel, Dashboarding",B.Sc,Hyderabad,3
QA Engineer,"Performance Testing, Test Cases, Bug Tracking, Manual Testing, Selenium",MCA,Chennai,6
DevOps Engineer,"Ansible, Jenkins, Kubernetes, AWS, CI/CD",B.Tech,Bangalore,6
Full Stack Developer,"CSS, Express.js, JavaScript, Git, Node.js",MBA,Remote,8
Business Analyst,"Use Cases, Power BI, Stakeholder Communication, Excel, Tableau, SQL",B.Tech,Mumbai,8
Data Analyst,"Excel, Power BI, Data Modeling, Tableau",B.Tech,Bangalore,3
Cloud Engineer,"CloudFormation, Kubernetes, Azure, Docker, AWS, Linux",M.Sc,Mumbai,10
Product Manager,"User Stories, Product Strategy, Wireframing, Agile, Roadmap Planning, Stakeholder Management",M.Sc,Mumbai,4
Frontend Developer,"Bootstrap, Responsive Design, React, Next.js, CSS, Tailwind CSS, Redux",M.Sc,Mumbai,5
Cloud Engineer,"CI/CD, Linux, Docker, Kubernetes, AWS, CloudFormation, Azure",MCA,Mumbai,3
Frontend Developer,"Bootstrap, CSS, TypeScript, Redux, React",MCA,Hyderabad,5
Data Analyst,"Statistics, SQL, Dashboarding, Python",B.Tech,Bangalore,11
Cloud Engineer,"CloudFormation, Terraform, Docker, GCP, AWS, Linux, Kubernetes",B.Sc,Delhi,2
Database Administrator,"Monitoring, Performance Tuning, Backup & Recovery, MySQL, Database Security, Indexing, PostgreSQL",M.Tech,Delhi,9
HR Executive,"Payroll, Onboarding, HRMS, Interview Scheduling, Employee Relations, HR Policies",B.Tech,Pune,0
Cybersecurity Analyst,"Network Security, Nmap, SIEM, Incident Response, Risk Assessment",MBA,Hyderabad,8
IT Project Manager,"Budget Management, Scrum, Agile, Reporting, JIRA",MCA,Remote,10
QA Engineer,"Bug Tracking, Test Cases, Regression Testing, Selenium, TestNG",M.Tech,Mumbai,7
Technical Support Engineer,"Networking, Linux, Remote Support, Email Support, Documentation, Ticketing Systems",M.Tech,Bangalore,11
IT Project Manager,"Agile, Risk Management, Client Communication, Reporting",MCA,Mumbai,2
DevOps Engineer,"Monitoring, Linux, Jenkins, Ansible, Terraform, Docker",M.Tech,Chennai,11
HR Executive,"HRMS, Recruitment, HR Policies, Attendance Management, Onboarding, Exit Formalities, Payroll",MCA,Hyderabad,4
Machine Learning Engineer,"TensorFlow, Scikit-Learn, AWS, Model Deployment, Python, Keras",MBA,Bangalore,3
Data Analyst,"Pandas, Python, SQL, Power BI, Dashboarding, Data Modeling",B.Tech,Bangalore,2
Business Analyst,"Documentation, Tableau, Stakeholder Communication, Data Analysis, Excel, Process Modeling",B.Tech,Pune,11
Cybersecurity Analyst,"Kali Linux, Risk Assessment, Vulnerability Assessment, Incident Response",MBA,Bangalore,6
System Administrator,"DNS, Active Directory, Windows Server, Firewall, Shell Scripting, Backup Management",MBA,Mumbai,11
Business Analyst,"Data Analysis, Excel, Stakeholder Communication, Documentation",B.Sc,Pune,9
HR Executive,"Exit Formalities, HR Policies, Recruitment, Attendance Management, Compliance, HRMS, Employee Relations",M.Tech,Remote,10
Software Engineer,"System Design, Algorithms, Data Structures, Agile",MCA,Mumbai,11
Database Administrator,"PostgreSQL, Database Security, Oracle, Indexing, Replication, Backup & Recovery",M.Sc,Hyderabad,5
HR Executive,"Exit Formalities, HRMS, Employee Relations, Onboarding, Compliance",M.Sc,Chennai,1
QA Engineer,"TestNG, Performance Testing, Automation Testing, JIRA, Test Cases",B.Sc,Remote,10
Data Analyst,"Data Cleaning, Dashboarding, Power BI, Excel, SQL, Data Modeling, Statistics",B.Sc,Delhi,0
DevOps Engineer,"Jenkins, Monitoring, Docker, Linux, CI/CD, Terraform, AWS",MCA,Mumbai,2
Frontend Developer,"JavaScript, TypeScript, Next.js, Tailwind CSS, CSS, React, Redux",MBA,Remote,11
Frontend Developer,"CSS, Responsive Design, Next.js, HTML",MBA,Remote,5
AI Researcher,"Python, Computer Vision, ML Frameworks, Mathematical Modeling, TensorFlow",M.Tech,Delhi,7
Database Administrator,"Indexing, Monitoring, Performance Tuning, Replication, Database Security, Oracle",M.Tech,Mumbai,10
Cloud Engineer,"GCP, Linux, Monitoring, AWS, Kubernetes, Docker",B.Sc,Mumbai,1
QA Engineer,"API Testing, Automation Testing, Regression Testing, JIRA, Bug Tracking",MCA,Remote,7
Backend Developer,"Node.js, MySQL, Spring Boot, AWS, MongoDB, Express.js",M.Sc,Remote,1
Machine Learning Engineer,"Model Deployment, Pandas, Python, Deep Learning, ML Algorithms",MCA,Delhi,11
Cloud Engineer,"Monitoring, AWS, GCP, Azure, Linux",B.Sc,Chennai,7
Cybersecurity Analyst,"Wireshark, Kali Linux, Incident Response, Network Security, Ethical Hacking, Nmap, SIEM",M.Sc,Remote,5
Frontend Developer,"React, Redux, HTML, JavaScript, Tailwind CSS, Bootstrap, CSS",B.Sc,Delhi,0
Technical Support Engineer,"Windows OS, Customer Support, Documentation, Troubleshooting",M.Sc,Bangalore,11
Database Administrator,"Performance Tuning, Oracle, Database Security, Replication, PostgreSQL",M.Tech,Mumbai,4
QA Engineer,"Automation Testing, JIRA, TestNG, Test Cases, Regression Testing, Performance Testing, API Testing",MCA,Hyderabad,10
Database Administrator,"Replication, SQL Queries, Monitoring, Oracle, Backup & Recovery, PostgreSQL",M.Tech,Bangalore,5
Frontend Developer,"JavaScript, Redux, Bootstrap, React, TypeScript",MBA,Mumbai,2
Backend Developer,"Spring Boot, MySQL, Docker, Express.js",B.Tech,Mumbai,10
Business Analyst,"Process Modeling, Documentation, Excel, Tableau, SQL, Use Cases, Power BI",B.Sc,Pune,7
QA Engineer,"Test Cases, Automation Testing, JIRA, API Testing",M.Tech,Chennai,9
Frontend Developer,"Tailwind CSS, HTML, Bootstrap, TypeScript, React, Redux",B.Tech,Chennai,1
Product Manager,"Wireframing, A/B Testing, KPIs, User Stories",MBA,Delhi,10
AI Researcher,"TensorFlow, ML Frameworks, Mathematical Modeling, Deep Learning",MBA,Delhi,6
AI Researcher,"Mathematical Modeling, Natural Language Processing, Python, Data Generation, Deep Learning, PyTorch",M.Sc,Pune,8
Product Manager,"KPIs, Roadmap Planning, Scrum, Wireframing, User Stories",M.Tech,Chennai,0
Technical Support Engineer,"Ticketing Systems, Troubleshooting, Linux, Hardware, Documentation, Remote Support",MBA,Delhi,8
Database Administrator,"Indexing, Backup & Recovery, PostgreSQL, Performance Tuning, Replication",M.Tech,Remote,11
Software Engineer,"Java, Python, Agile, Debugging, Algorithms",M.Sc,Delhi,8
UI/UX Designer,"HTML, User Research, Wireframes, Adobe XD, Prototyping",B.Sc,Remote,6
Technical Support Engineer,"Troubleshooting, Email Support, Networking, Windows OS, Linux, Ticketing Systems",B.Tech,Mumbai,10
System Administrator,"Shell Scripting, Backup Management, Networking, Firewall, Virtualization",M.Tech,Mumbai,12
AI Researcher,"ML Frameworks, Research Papers, Data Generation, Mathematical Modeling, PyTorch, Deep Learning, TensorFlow",M.Sc,Hyderabad,8
Technical Support Engineer,"Customer Support, Hardware, Networking, Email Support, Remote Support, Linux",MBA,Hyderabad,1
Software Engineer,"System Design, Java, Algorithms, SQL, Python",B.Tech,Mumbai,12
Machine Learning Engineer,"Python, Keras, Scikit-Learn, AWS, Model Deployment, TensorFlow",MCA,Hyderabad,1
DevOps Engineer,"Monitoring, Docker, CI/CD, Linux, Terraform, Jenkins",MBA,Chennai,7
Business Analyst,"Power BI, Process Modeling, Excel, Tableau",M.Tech,Remote,0
Backend Developer,"Git, Java, Express.js, MySQL, AWS, MongoDB",MBA,Remote,1
System Administrator,"Active Directory, DNS, Networking, Monitoring",B.Tech,Chennai,5
Cloud Engineer,"CloudFormation, Terraform, Monitoring, Docker, AWS",M.Sc,Pune,7
Full Stack Developer,"Node.js, React, Express.js, JavaScript",MCA,Pune,5
Frontend Developer,"TypeScript, Tailwind CSS, Redux, JavaScript",B.Tech,Hyderabad,11
Software Engineer,"System Design, Algorithms, OOP, Agile",MCA,Remote,10
Full Stack Developer,"Git, Docker, React, Express.js",MCA,Bangalore,1
Data Scientist,"NumPy, Scikit-Learn, Pandas, Data Visualization, Deep Learning, TensorFlow, Matplotlib",M.Sc,Pune,8
Full Stack Developer,"HTML, Node.js, Git, REST APIs, React",M.Tech,Mumbai,7
System Administrator,"Backup Management, DNS, Networking, Virtualization",MBA,Chennai,12
UI/UX Designer,"Wireframes, Adobe XD, Design Thinking, CSS, User Research, Figma, Responsive Design",MCA,Bangalore,7
AI Researcher,"Natural Language Processing, Deep Learning, Computer Vision, Research Papers, Mathematical Modeling, Data Generation",MBA,Delhi,9
Technical Support Engineer,"Ticketing Systems, Email Support, Documentation, Troubleshooting, Linux, Remote Support",M.Sc,Delhi,11
UI/UX Designer,"Figma, Prototyping, User Research, Sketch, Design Thinking, HTML, Adobe XD",M.Sc,Pune,8
Cloud Engineer,"Docker, Azure, Kubernetes, CI/CD, AWS, Linux, Monitoring",B.Sc,Chennai,4
Software Engineer,"Debugging, Data Structures, Java, OOP, Git, Algorithms, SQL",B.Tech,Pune,3
Software Engineer,"SQL, Data Structures, OOP, Algorithms, Java, Python",MCA,Remote,10
Product Manager,"Agile, Jira, User Stories, A/B Testing",B.Sc,Delhi,9
DevOps Engineer,"Git, Terraform, CI/CD, Ansible, Linux",B.Sc,Chennai,5
System Administrator,"Windows Server, Monitoring, Linux, DNS, Backup Management",MCA,Mumbai,7
Technical Support Engineer,"Documentation, Windows OS, Troubleshooting, Hardware",M.Tech,Remote,3
Product Manager,"KPIs, A/B Testing, Scrum, Roadmap Planning",B.Sc,Hyderabad,11
IT Project Manager,"Risk Management, Team Management, Scrum, Budget Management, Agile, Reporting",M.Sc,Bangalore,2
Database Administrator,"Backup & Recovery, Oracle, Indexing, Database Security, Monitoring",M.Sc,Mumbai,11
Cloud Engineer,"CI/CD, Kubernetes, Monitoring, Terraform",M.Sc,Bangalore,7
Product Manager,"Scrum, Wireframing, Agile, User Stories, Product Strategy, Roadmap Planning, Stakeholder Management",MCA,Pune,3
Data Scientist,"Python, NumPy, Data Visualization, Scikit-Learn, Deep Learning",B.Sc,Mumbai,4
Software Engineer,"Java, Data Structures, Agile, OOP, System Design, Algorithms",B.Sc,Delhi,2
Product Manager,"KPIs, User Stories, A/B Testing, Stakeholder Management, Wireframing, Scrum",B.Tech,Remote,0
Backend Developer,"Node.js, MySQL, MongoDB, AWS, Git, Spring Boot",B.Tech,Pune,10
System Administrator,"Monitoring, Networking, Shell Scripting, Backup Management, Active Directory, Linux, Windows Server",M.Tech,Bangalore,5
Frontend Developer,"Bootstrap, HTML, JavaScript, Next.js, Redux, Responsive Design, TypeScript",B.Sc,Pune,3
HR Executive,"Attendance Management, Interview Scheduling, Exit Formalities, Compliance, Employee Relations, HR Policies",M.Tech,Pune,12
Frontend Developer,"Tailwind CSS, CSS, Bootstrap, HTML, Redux, TypeScript",MBA,Chennai,5
IT Project Manager,"Timeline Tracking, Reporting, Scrum, Team Management, JIRA, Project Planning, Client Communication",M.Sc,Delhi,6
Business Analyst,"SQL, Requirement Gathering, Excel, Use Cases, Tableau, Stakeholder Communication, Power BI",M.Sc,Pune,7
Software Engineer,"Agile, Algorithms, SQL, System Design",M.Sc,Remote,2
UI/UX Designer,"Prototyping, Wireframes, HTML, Design Thinking, User Research, Adobe XD",M.Tech,Pune,7
IT Project Manager,"Risk Management, Scrum, Team Management, JIRA, Agile",M.Sc,Pune,2
Cybersecurity Analyst,"Network Security, Wireshark, Vulnerability Assessment, SIEM, Incident Response",MCA,Chennai,5
Cybersecurity Analyst,"Vulnerability Assessment, Kali Linux, Firewalls, Ethical Hacking, Risk Assessment",B.Sc,Bangalore,6
UI/UX Designer,"Prototyping, Responsive Design, User Research, CSS, Adobe XD, Wireframes, Figma",B.Tech,Pune,7
Machine Learning Engineer,"PyTorch, ML Algorithms, Scikit-Learn, Model Deployment, AWS",B.Sc,Mumbai,2
IT Project Manager,"Project Planning, Timeline Tracking, Client Communication, Risk Management, Budget Management, JIRA, Scrum",B.Tech,Delhi,10
Machine Learning Engineer,"PyTorch, TensorFlow, Scikit-Learn, Deep Learning, Python, Pandas",M.Tech,Remote,2
QA Engineer,"Automation Testing, Selenium, Performance Testing, Bug Tracking, Test Cases, API Testing",B.Sc,Mumbai,10
Business Analyst,"SQL, Requirement Gathering, Documentation, Stakeholder Communication, Process Modeling, Excel",MBA,Remote,4
Software Engineer,"Git, SQL, Java, Data Structures",M.Sc,Hyderabad,12
HR Executive,"Onboarding, Exit Formalities, Interview Scheduling, Recruitment, Attendance Management, Employee Relations, HR Policies",M.Sc,Remote,2
Frontend Developer,"HTML, Tailwind CSS, CSS, Next.js, TypeScript, Bootstrap",M.Tech,Delhi,6
QA Engineer,"Test Cases, Selenium, Performance Testing, Manual Testing, Bug Tracking, TestNG, Regression Testing",B.Tech,Chennai,7
IT Project Manager,"Client Communication, Project Planning, Budget Management, Agile, JIRA, Scrum",MCA,Remote,5
Frontend Developer,"Tailwind CSS, CSS, Next.js, Bootstrap, JavaScript, HTML",M.Sc,Chennai,6
System Administrator,"DNS, Monitoring, Linux, Backup Management, Shell Scripting, Networking, Active Directory",B.Tech,Hyderabad,8
Data Scientist,"NumPy, Data Visualization, Python, Scikit-Learn",MCA,Bangalore,12
QA Engineer,"Selenium, Automation Testing, Bug Tracking, TestNG",MBA,Bangalore,11
Product Manager,"User Stories, Stakeholder Management, A/B Testing, Jira, Product Strategy, Agile, Scrum",M.Tech,Chennai,4
Software Engineer,"SQL, Debugging, OOP, Git, System Design, Java, Data Structures",MBA,Bangalore,12
Data Analyst,"Excel, Pandas, Data Cleaning, Python, Power BI, Tableau",M.Tech,Mumbai,4
Cybersecurity Analyst,"Kali Linux, Ethical Hacking, Incident Response, SIEM, Risk Assessment, Wireshark, Nmap",MCA,Mumbai,8
Frontend Developer,"Bootstrap, React, Redux, Tailwind CSS, JavaScript, CSS",M.Sc,Mumbai,0
System Administrator,"Firewall, Linux, Monitoring, DNS, Windows Server, Shell Scripting",B.Tech,Delhi,4
HR Executive,"Compliance, Employee Relations, Attendance Management, Exit Formalities, HRMS, Payroll",B.Sc,Remote,10
Product Manager,"Stakeholder Management, Wireframing, Agile, User Stories, KPIs",B.Tech,Pune,4
DevOps Engineer,"AWS, Docker, Monitoring, Kubernetes, Jenkins",B.Tech,Mumbai,7
